text,label
internet bill,Food
monthly rent payment,Freelance
shopping,Educaton
lunch,Health
uber ride,Rent
restaurant dinner,Educaton
medicine,Fod
misc,Salary
shopping,Fod
atm withdrawal,Other
uber ride,Utility
petrol,Travl
electricity bill,Saving
doctor consultation,Rent
electricity bill,Travl
gym membership,Rent
lunch,Salary
grocery shopping,Rnt
electricity bill,Rent
lunch,Rent
monthly rent payment,Educaton
emi payment,Entertain
misc,Food
atm withdrawal,Utilities
petrol,Entertainment
coffee,Utilities
coffee,Rent
emi payment,Entertainment
electricity bill,Educaton
shopping,Misc
uber ride,Travel
doctor consultation,Others
doctor consultation,Foods
emi payment,Rnt
movie tickets,Health
atm withdrawal,Food
grocery shopping,Rent
monthly rent payment,Food
uber ride,Travel
monthly rent payment,Investment
electricity bill,Health
fixed deposit,Utilities
train ticket,Freelance
gym membership,Foods
medicine,Rent
uber ride,Education
internet bill,Salary
internet bill,Education
lunch,Education
uber ride,Food
monthly rent payment,Rent
books,Travel
misc,Others
internet bill,Utilities
electricity bill,Educaton
misc,Entertain
medicine,Entrtnmnt
internet bill,Rent
restaurant dinner,Rent
gym membership,Utilities
coffee,Rnt
emi payment,Others
train ticket,Utility
restaurant dinner,Traval
grocery shopping,Food
train ticket,Food
lunch,Rnt
shopping,Others
emi payment,Rent
atm withdrawal,Utility
train ticket,Freelance
gym membership,Education
petrol,Fod
online course,Education
coffee,Savings
fixed deposit,Travel
emi payment,Fod
lunch,Rent
electricity bill,Bonus
atm withdrawal,Food
coffee,Utilties
books,Food
train ticket,Rent
coffee,Entertainment
online course,Entertain
fixed deposit,Education
petrol,Savings
gym membership,Rent
restaurant dinner,Rent
electricity bill,Rent
gym membership,Travel
online course,Rent
grocery shopping,Others
movie tickets,Foodd
monthly rent payment,Utilties
petrol,Entertainment
gym membership,Bonus
gym membership,Rent
restaurant dinner,Utility
misc,Educaton
emi payment,Utlities
shopping,Investment
atm withdrawal,Freelance
restaurant dinner,Rnt
restaurant dinner,Salary
train ticket,Travel
doctor consultation,Health
grocery shopping,Travel
electricity bill,Entertainment
monthly rent payment,Fod
coffee,Rnt
atm withdrawal,Entertain
coffee,Rnt
monthly rent payment,Salary
train ticket,Traval
petrol,Savings
internet bill,Others
internet bill,Foods
restaurant dinner,Utility
restaurant dinner,Travel
grocery shopping,Savings
gym membership,Entrtnmnt
books,Utilties
uber ride,Education
fixed deposit,Travel
internet bill,Entertainment
coffee,Edu
medicine,Education
fixed deposit,Traval
books,Savings
emi payment,Food
electricity bill,Foods
electricity bill,Utility
books,Salary
electricity bill,Travel
shopping,Food
movie tickets,Traval
electricity bill,Entertain
shopping,Food
grocery shopping,Food
doctor consultation,Other
online course,Education
fixed deposit,Education
petrol,Rnt
emi payment,Foodd
doctor consultation,Others
lunch,Education
doctor consultation,Food
books,Food
restaurant dinner,Others
medicine,Fod
shopping,Foodd
uber ride,Investment
shopping,Fod
medicine,Rent
petrol,Travel
online course,Fod
grocery shopping,Educaton
grocery shopping,Others
internet bill,Food
monthly rent payment,Entertain
gym membership,Fod
lunch,Health
online course,Travl
restaurant dinner,Investment
online course,Foodd
movie tickets,Rent
train ticket,Educaton
grocery shopping,Others
online course,Utlities
petrol,Freelance
electricity bill,Utlities
train ticket,Utilities
internet bill,Rent
train ticket,Entertain
restaurant dinner,Fod
emi payment,Traval
uber ride,Salary
shopping,Travel
uber ride,Edu
coffee,Foodd
misc,Traval
movie tickets,Fod
gym membership,Savings
coffee,Utility
lunch,Entertainment
internet bill,Education
petrol,Rent
lunch,Food
online course,Utilties
books,Educaton
restaurant dinner,Travl
atm withdrawal,Utilities
atm withdrawal,Foods
internet bill,Savings
uber ride,Freelance
grocery shopping,Utilities
medicine,Food
train ticket,Others
online course,Entertainment
monthly rent payment,Others
coffee,Utility
misc,Rent
grocery shopping,Freelance
medicine,Rnt
monthly rent payment,Freelance
medicine,Food
coffee,Health
online course,Bonus
grocery shopping,Bonus
coffee,Rent
atm withdrawal,Foods
lunch,Salary
restaurant dinner,Rnt
emi payment,Others
coffee,Entertain
online course,Utlities
grocery shopping,Savings
online course,Entertainment
electricity bill,Utilities
medicine,Educaton
petrol,Rent
uber ride,Food
misc,Entertainment
lunch,Travl
emi payment,Utility
monthly rent payment,Travel
gym membership,Rent
emi payment,Health
lunch,Foodd
shopping,Investment
fixed deposit,Utilities
monthly rent payment,Rent
books,Food
internet bill,Others
petrol,Travel
medicine,Educaton
petrol,Utilties
lunch,Utilities
misc,Education
movie tickets,Rent
train ticket,Bonus
online course,Food
movie tickets,Rentt
internet bill,Rent
electricity bill,Freelance
atm withdrawal,Rent
movie tickets,Entertainment
atm withdrawal,Health
emi payment,Travel
train ticket,Food
restaurant dinner,Entertainment
movie tickets,Health
shopping,Entertainment
books,Travel
electricity bill,Investment
gym membership,Health
electricity bill,Entrtnmnt
electricity bill,Rent
movie tickets,Utility
shopping,Fod
uber ride,Rent
monthly rent payment,Traval
uber ride,Entertainment
grocery shopping,Food
restaurant dinner,Savings
train ticket,Bonus
medicine,Utility
shopping,Travl
fixed deposit,Others
atm withdrawal,Education
doctor consultation,Rentt
atm withdrawal,Education
medicine,Rent
lunch,Rnt
movie tickets,Bonus
misc,Investment
train ticket,Rnt
restaurant dinner,Food
coffee,Saving
electricity bill,Fod
online course,Rnt
fixed deposit,Health
online course,Food
restaurant dinner,Rentt
online course,Rent
internet bill,Education
fixed deposit,Entrtnmnt
lunch,Utilties
shopping,Educaton
fixed deposit,Rent
petrol,Rent
internet bill,Utilities
train ticket,Food
atm withdrawal,Utilities
emi payment,Fod
fixed deposit,Education
petrol,Utility
petrol,Others
coffee,Entertain
lunch,Utilities
internet bill,Health
emi payment,Travel
books,Salary
movie tickets,Travel
fixed deposit,Travel
online course,Rent
train ticket,Travel
online course,Rent
electricity bill,Fod
shopping,Utility
gym membership,Bonus
petrol,Rent
medicine,Rent
fixed deposit,Rnt
train ticket,Food
lunch,Food
atm withdrawal,Savings
emi payment,Entertainment
doctor consultation,Rnt
grocery shopping,Traval
online course,Entrtnmnt
restaurant dinner,Saving
electricity bill,Utility
restaurant dinner,Food
emi payment,Utilities
lunch,Rent
online course,Entertainment
emi payment,Food
uber ride,Others
medicine,Travel
monthly rent payment,Fod
gym membership,Rent
fixed deposit,Foods
misc,Traval
movie tickets,Travel
coffee,Rent
internet bill,Utility
lunch,Others
medicine,Utilities
monthly rent payment,Investment
shopping,Foodd
petrol,Entertainment
emi payment,Traval
fixed deposit,Traval
uber ride,Entrtnmnt
petrol,Travl
shopping,Fod
uber ride,Foods
shopping,Utilities
movie tickets,Helth
atm withdrawal,Foods
shopping,Freelance
doctor consultation,Food
uber ride,Rentt
online course,Foodd
doctor consultation,Food
medicine,Foodd
uber ride,Freelance
petrol,Entertainment
movie tickets,Travel
medicine,Food
emi payment,Travel
movie tickets,Education
books,Food
lunch,Rnt
internet bill,Fod
fixed deposit,Savings
gym membership,Others
gym membership,Others
lunch,Salary
misc,Utilties
gym membership,Foodd
train ticket,Fod
lunch,Rnt
train ticket,Foods
train ticket,Utilities
atm withdrawal,Food
gym membership,Travel
online course,Travel
coffee,Rent
misc,Foodd
gym membership,Bonus
atm withdrawal,Rentt
movie tickets,Traval
fixed deposit,Travel
electricity bill,Rent
books,Food
doctor consultation,Travel
monthly rent payment,Bonus
shopping,Others
online course,Travel
grocery shopping,Rent
petrol,Rnt
fixed deposit,Entertain
coffee,Travel
restaurant dinner,Rent
coffee,Utlities
restaurant dinner,Rnt
monthly rent payment,Rent
online course,Edu
lunch,Bonus
restaurant dinner,Investment
misc,Entertainment
electricity bill,Rent
doctor consultation,Food
misc,Food
atm withdrawal,Savings
internet bill,Entrtnmnt
atm withdrawal,Utilties
lunch,Health
doctor consultation,Rentt
uber ride,Helth
restaurant dinner,Travel
coffee,Travl
petrol,Fod
medicine,Entertain
gym membership,Investment
coffee,Utlities
doctor consultation,Entertainment
grocery shopping,Rentt
atm withdrawal,Entertain
petrol,Travel
atm withdrawal,Health
medicine,Foodd
grocery shopping,Entrtnmnt
uber ride,Food
train ticket,Entertain
restaurant dinner,Foodd
petrol,Travel
misc,Food
electricity bill,Health
atm withdrawal,Travel
doctor consultation,Freelance
atm withdrawal,Entertain
doctor consultation,Travel
restaurant dinner,Utilities
petrol,Entertain
uber ride,Rentt
atm withdrawal,Food
movie tickets,Rentt
coffee,Food
electricity bill,Rent
uber ride,Utlities
emi payment,Travel
fixed deposit,Rent
books,Entertain
internet bill,Investment
doctor consultation,Entrtnmnt
atm withdrawal,Others
movie tickets,Others
doctor consultation,Others
books,Health
atm withdrawal,Entertainment
restaurant dinner,Entertain
emi payment,Foodd
restaurant dinner,Food
emi payment,Travel
internet bill,Edu
atm withdrawal,Traval
movie tickets,Foodd
movie tickets,Traval
train ticket,Utlities
medicine,Entertainment
shopping,Foodd
petrol,Food
doctor consultation,Food
online course,Utility
grocery shopping,Fod
lunch,Foodd
movie tickets,Education
train ticket,Bonus
petrol,Entrtnmnt
electricity bill,Utilities
movie tickets,Rnt
emi payment,Freelance
fixed deposit,Edu
petrol,Savings
electricity bill,Food
internet bill,Salary
gym membership,Rentt
fixed deposit,Freelance
internet bill,Rentt
gym membership,Rent
doctor consultation,Rentt
books,Food
books,Salary
doctor consultation,Bonus
grocery shopping,Rent
restaurant dinner,Rent
online course,Savings
coffee,Others
train ticket,Salary
electricity bill,Educaton
gym membership,Food
emi payment,Rent
movie tickets,Rent
train ticket,Traval
emi payment,Travel
doctor consultation,Utilities
uber ride,Freelance
doctor consultation,Bonus
misc,Rent
atm withdrawal,Education
grocery shopping,Others
online course,Bonus
fixed deposit,Others
uber ride,Rent
medicine,Rentt
books,Travel
doctor consultation,Rent
electricity bill,Education
uber ride,Rentt
shopping,Travl
shopping,Utlities
shopping,Utilties
shopping,Rent
lunch,Investment
misc,Education
atm withdrawal,Travl
medicine,Edu
books,Education
monthly rent payment,Fod
books,Health
medicine,Health
movie tickets,Utilities
medicine,Education
movie tickets,Food
doctor consultation,Utilties
fixed deposit,Fod
doctor consultation,Food
misc,Foodd
internet bill,Travel
restaurant dinner,Rent
books,Rent
monthly rent payment,Food
restaurant dinner,Foods
petrol,Bonus
shopping,Utility
electricity bill,Utlities
medicine,Rnt
books,Entertainment
petrol,Savings
electricity bill,Rent
medicine,Utilities
lunch,Rnt
uber ride,Salary
restaurant dinner,Rent
grocery shopping,Others
internet bill,Food
restaurant dinner,Helth
coffee,Foods
books,Others
fixed deposit,Foodd
electricity bill,Rent
electricity bill,Health
misc,Rent
monthly rent payment,Rent
petrol,Rent
movie tickets,Utlities
gym membership,Food
lunch,Food
doctor consultation,Travel
restaurant dinner,Saving
restaurant dinner,Salary
grocery shopping,Others
shopping,Helth
gym membership,Travel
electricity bill,Others
shopping,Rent
online course,Foodd
shopping,Entrtnmnt
lunch,Traval
petrol,Travel
medicine,Rentt
internet bill,Travel
doctor consultation,Travel
doctor consultation,Investment
internet bill,Entertainment
misc,Utlities
books,Rnt
internet bill,Utilities
books,Others
online course,Others
doctor consultation,Utlities
fixed deposit,Foodd
restaurant dinner,Fod
gym membership,Rnt
lunch,Food
grocery shopping,Travel
atm withdrawal,Rent
lunch,Utilities
grocery shopping,Foods
restaurant dinner,Rnt
restaurant dinner,Bonus
petrol,Fod
lunch,Entertain
gym membership,Utilities
electricity bill,Others
monthly rent payment,Travel
online course,Freelance
shopping,Traval
movie tickets,Utilties
train ticket,Health
petrol,Others
coffee,Entertain
restaurant dinner,Others
books,Utilities
petrol,Foodd
grocery shopping,Rent
coffee,Fod
online course,Investment
medicine,Fod
petrol,Food
internet bill,Travl
internet bill,Rent
doctor consultation,Foods
coffee,Utilities
misc,Foodd
internet bill,Entertainment
misc,Rent
emi payment,Food
petrol,Health
train ticket,Education
uber ride,Travl
coffee,Rnt
doctor consultation,Rnt
gym membership,Rent
books,Entertainment
atm withdrawal,Foodd
train ticket,Fod
fixed deposit,Food
gym membership,Foodd
fixed deposit,Travel
medicine,Salary
coffee,Entrtnmnt
petrol,Utility
uber ride,Bonus
monthly rent payment,Utlities
misc,Travel
uber ride,Foodd
electricity bill,Fod
lunch,Utilities
gym membership,Rent
online course,Education
shopping,Food
lunch,Investment
train ticket,Rent
misc,Food
online course,Savings
atm withdrawal,Fod
internet bill,Rent
monthly rent payment,Foods
coffee,Food
movie tickets,Utilties
movie tickets,Utilities
online course,Travel
gym membership,Bonus
shopping,Rentt
uber ride,Fod
restaurant dinner,Health
electricity bill,Food
books,Entertainment
online course,Entertainment
monthly rent payment,Rent
doctor consultation,Health
electricity bill,Rnt
internet bill,Entertainment
medicine,Travel
doctor consultation,Others
doctor consultation,Travel
electricity bill,Utilities
fixed deposit,Health
electricity bill,Utlities
shopping,Investment
doctor consultation,Salary
medicine,Entertainment
petrol,Health
fixed deposit,Travel
uber ride,Food
medicine,Entertain
electricity bill,Food
electricity bill,Foods
emi payment,Freelance
online course,Salary
books,Fod
gym membership,Others
train ticket,Foods
movie tickets,Entrtnmnt
gym membership,Food
atm withdrawal,Rent
monthly rent payment,Travl
doctor consultation,Food
doctor consultation,Freelance
uber ride,Other
medicine,Food
books,Food
doctor consultation,Education
monthly rent payment,Food
emi payment,Rentt
lunch,Investment
train ticket,Helth
movie tickets,Foodd
shopping,Fod
online course,Freelance
emi payment,Food
internet bill,Travel
misc,Food
uber ride,Entertain
misc,Education
atm withdrawal,Entrtnmnt
internet bill,Traval
emi payment,Rent
online course,Foodd
gym membership,Others
monthly rent payment,Freelance
gym membership,Utilities
doctor consultation,Education
atm withdrawal,Foods
movie tickets,Bonus
gym membership,Others
lunch,Freelance
coffee,Food
misc,Rnt
emi payment,Others
petrol,Foodd
shopping,Food
gym membership,Fod
monthly rent payment,Bonus
fixed deposit,Food
lunch,Rent
lunch,Travel
lunch,Health
misc,Health
gym membership,Rent
misc,Foods
coffee,Food
online course,Food
restaurant dinner,Foods
restaurant dinner,Foodd
train ticket,Foodd
shopping,Rent
lunch,Others
movie tickets,Fod
electricity bill,Entrtnmnt
monthly rent payment,Savings
atm withdrawal,Others
doctor consultation,Utility
lunch,Rent
monthly rent payment,Entertain
grocery shopping,Investment
shopping,Traval
train ticket,Travel
doctor consultation,Rent
gym membership,Foodd
restaurant dinner,Edu
grocery shopping,Food
movie tickets,Fod
misc,Rentt
books,Rent
coffee,Traval
internet bill,Travl
coffee,Rent
internet bill,Salary
grocery shopping,Foodd
emi payment,Others
internet bill,Utility
internet bill,Health
emi payment,Rent
books,Bonus
coffee,Rent
uber ride,Bonus
emi payment,Rent
shopping,Others
petrol,Investment
lunch,Others
grocery shopping,Freelance
uber ride,Utilities
monthly rent payment,Education
movie tickets,Travel
uber ride,Freelance
shopping,Food
misc,Saving
misc,Entertain
emi payment,Helth
shopping,Food
doctor consultation,Food
fixed deposit,Freelance
restaurant dinner,Rent
movie tickets,Travel
emi payment,Travl
movie tickets,Freelance
coffee,Investment
misc,Food
atm withdrawal,Food
electricity bill,Utility
books,Traval
medicine,Food
uber ride,Food
grocery shopping,Rent
coffee,Foodd
grocery shopping,Entertainment
misc,Foodd
gym membership,Salary
monthly rent payment,Food
petrol,Utility
doctor consultation,Travl
shopping,Utilities
atm withdrawal,Bonus
atm withdrawal,Travel
movie tickets,Entertainment
books,Foods
monthly rent payment,Food
coffee,Food
coffee,Travel
medicine,Helth
train ticket,Food
coffee,Travel
internet bill,Food
uber ride,Foods
coffee,Travl
medicine,Salary
coffee,Savings
doctor consultation,Health
grocery shopping,Utility
monthly rent payment,Utility
uber ride,Education
shopping,Savings
emi payment,Food
online course,Salary
doctor consultation,Education
petrol,Entertainment
restaurant dinner,Utility
electricity bill,Travel
emi payment,Entertain
gym membership,Education
fixed deposit,Bonus
petrol,Foods
gym membership,Rent
movie tickets,Rnt
monthly rent payment,Salary
petrol,Traval
movie tickets,Bonus
atm withdrawal,Educaton
books,Food
restaurant dinner,Entertainment
online course,Education
medicine,Rnt
grocery shopping,Travel
uber ride,Education
electricity bill,Utilties
monthly rent payment,Rentt
monthly rent payment,Travl
emi payment,Rnt
restaurant dinner,Salary
medicine,Utilities
petrol,Travel
electricity bill,Bonus
train ticket,Food
doctor consultation,Education
grocery shopping,Fod
atm withdrawal,Health
petrol,Others
online course,Freelance
atm withdrawal,Salary
doctor consultation,Rent
monthly rent payment,Health
electricity bill,Utilties
uber ride,Entertainment
doctor consultation,Foods
monthly rent payment,Foodd
coffee,Food
train ticket,Utlities
train ticket,Travel
shopping,Utilities
monthly rent payment,Rent
shopping,Other
online course,Edu
movie tickets,Salary
train ticket,Foodd
coffee,Others
fixed deposit,Others
books,Foodd
restaurant dinner,Entrtnmnt
books,Utilities
fixed deposit,Investment
train ticket,Edu
doctor consultation,Food
uber ride,Rnt
atm withdrawal,Food
internet bill,Rent
books,Travel
monthly rent payment,Fod
doctor consultation,Freelance
atm withdrawal,Entertain
internet bill,Travel
fixed deposit,Rent
grocery shopping,Traval
train ticket,Rentt
monthly rent payment,Investment
grocery shopping,Travel
petrol,Food
movie tickets,Rent
restaurant dinner,Fod
emi payment,Foods
gym membership,Utlities
lunch,Utilities
grocery shopping,Utilties
shopping,Rent
movie tickets,Travel
grocery shopping,Others
gym membership,Foods
coffee,Utlities
coffee,Travel
electricity bill,Food
online course,Rnt
petrol,Food
electricity bill,Edu
shopping,Food
restaurant dinner,Foodd
atm withdrawal,Others
electricity bill,Entertain
coffee,Bonus
fixed deposit,Rent
train ticket,Rent
uber ride,Food
monthly rent payment,Food
electricity bill,Utilties
doctor consultation,Rent
fixed deposit,Health
atm withdrawal,Travel
medicine,Others
emi payment,Utilties
electricity bill,Food
movie tickets,Freelance
lunch,Travel
movie tickets,Rent
atm withdrawal,Utilities
books,Health
grocery shopping,Rent
restaurant dinner,Investment
train ticket,Entrtnmnt
gym membership,Others
grocery shopping,Entertainment
uber ride,Health
internet bill,Salary
online course,Travel
emi payment,Rent
grocery shopping,Edu
uber ride,Travel
train ticket,Rent
medicine,Food
train ticket,Salary
train ticket,Food
movie tickets,Rnt
misc,Rentt
lunch,Entertainment
gym membership,Edu
movie tickets,Rent
emi payment,Traval
movie tickets,Fod
books,Rentt
coffee,Travel
internet bill,Fod
medicine,Rentt
electricity bill,Utilities
electricity bill,Entrtnmnt
atm withdrawal,Travel
doctor consultation,Utilities
doctor consultation,Traval
emi payment,Education
grocery shopping,Entertainment
petrol,Travel
books,Educaton
doctor consultation,Rent
books,Foods
uber ride,Education
fixed deposit,Rnt
medicine,Travl
atm withdrawal,Rnt
medicine,Rnt
electricity bill,Education
coffee,Travel
misc,Other
internet bill,Food
fixed deposit,Rnt
monthly rent payment,Educaton
movie tickets,Utilties
gym membership,Food
medicine,Utilties
monthly rent payment,Rent
emi payment,Rent
atm withdrawal,Edu
train ticket,Educaton
lunch,Bonus
internet bill,Fod
train ticket,Rnt
coffee,Rent
restaurant dinner,Savings
lunch,Travel
fixed deposit,Travel
emi payment,Food
gym membership,Entertainment
misc,Travel
misc,Freelance
emi payment,Bonus
shopping,Health
grocery shopping,Travel
coffee,Food
electricity bill,Rent
coffee,Salary
train ticket,Fod
internet bill,Food
movie tickets,Freelance
electricity bill,Entertainment
emi payment,Bonus
emi payment,Foodd
train ticket,Others
books,Others
medicine,Education
emi payment,Travel
gym membership,Savings
monthly rent payment,Food
shopping,Rent
books,Rent
fixed deposit,Rent
online course,Salary
lunch,Food
atm withdrawal,Freelance
electricity bill,Helth
fixed deposit,Utilties
train ticket,Rent
online course,Savings
gym membership,Rent
monthly rent payment,Utilties
monthly rent payment,Utilities
train ticket,Entrtnmnt
movie tickets,Educaton
gym membership,Utilities
movie tickets,Rent
atm withdrawal,Educaton
restaurant dinner,Health
shopping,Rentt
shopping,Entertainment
online course,Utilties
grocery shopping,Travel
train ticket,Food
online course,Food
train ticket,Food
shopping,Utilties
lunch,Travel
grocery shopping,Education
shopping,Foodd
emi payment,Travel
doctor consultation,Salary
uber ride,Education
internet bill,Fod
uber ride,Others
grocery shopping,Salary
petrol,Rnt
shopping,Utilities
gym membership,Fod
coffee,Travel
restaurant dinner,Health
gym membership,Rentt
online course,Salary
medicine,Rent
misc,Salary
medicine,Travel
gym membership,Investment
books,Rent
emi payment,Education
gym membership,Rentt
misc,Utilties
uber ride,Rent
medicine,Travel
internet bill,Education
uber ride,Foodd
movie tickets,Travel
emi payment,Utlities
doctor consultation,Entertainment
uber ride,Bonus
grocery shopping,Traval
coffee,Health
grocery shopping,Entertainment
emi payment,Salary
movie tickets,Rent
lunch,Travel
atm withdrawal,Entrtnmnt
medicine,Rent
fixed deposit,Fod
monthly rent payment,Entertain
restaurant dinner,Food
misc,Utilities
lunch,Fod
petrol,Saving
movie tickets,Foods
monthly rent payment,Rent
emi payment,Rent
monthly rent payment,Foodd
lunch,Travel
gym membership,Travel
emi payment,Foods
shopping,Utility
misc,Others
online course,Food
petrol,Fod
gym membership,Others
books,Rnt
monthly rent payment,Entrtnmnt
electricity bill,Food
atm withdrawal,Entrtnmnt
gym membership,Entertainment
atm withdrawal,Food
grocery shopping,Food
train ticket,Utilities
lunch,Fod
misc,Travel
restaurant dinner,Freelance
coffee,Freelance
misc,Rent
monthly rent payment,Entertainment
gym membership,Rent
medicine,Others
uber ride,Investment
misc,Food
books,Foodd
online course,Fod
coffee,Travel
gym membership,Fod
train ticket,Travl
grocery shopping,Utlities
coffee,Rentt
misc,Freelance
online course,Food
electricity bill,Freelance
misc,Rent
internet bill,Food
shopping,Rnt
online course,Health
medicine,Travel
restaurant dinner,Travel
emi payment,Saving
movie tickets,Entertain
lunch,Rent
monthly rent payment,Savings
monthly rent payment,Travel
books,Entertainment
medicine,Utility
coffee,Educaton
misc,Savings
electricity bill,Rent
grocery shopping,Fod
misc,Salary
doctor consultation,Rent
emi payment,Others
restaurant dinner,Helth
train ticket,Rent
restaurant dinner,Rnt
medicine,Rnt
medicine,Utilities
misc,Savings
petrol,Food
movie tickets,Education
monthly rent payment,Education
misc,Foodd
coffee,Travel
petrol,Foodd
monthly rent payment,Rnt
uber ride,Entertain
atm withdrawal,Rnt
misc,Travl
movie tickets,Education
train ticket,Food
monthly rent payment,Entertainment
online course,Traval
books,Rent
misc,Savings
monthly rent payment,Food
gym membership,Foods
coffee,Others
emi payment,Foods
petrol,Utlities
doctor consultation,Fod
medicine,Food
grocery shopping,Rent
online course,Educaton
movie tickets,Food
lunch,Helth
atm withdrawal,Salary
internet bill,Others
online course,Fod
online course,Foods
grocery shopping,Food
restaurant dinner,Entrtnmnt
coffee,Travl
misc,Helth
movie tickets,Entrtnmnt
petrol,Savings
petrol,Others
uber ride,Salary
movie tickets,Travel
books,Helth
coffee,Others
train ticket,Utilities
grocery shopping,Food
uber ride,Others
petrol,Others
lunch,Rentt
emi payment,Entertainment
lunch,Rent
fixed deposit,Rent
electricity bill,Foods
lunch,Bonus
restaurant dinner,Rentt
doctor consultation,Entertainment
lunch,Food
petrol,Rent
coffee,Foods
misc,Foods
electricity bill,Rnt
lunch,Fod
fixed deposit,Entrtnmnt
misc,Saving
internet bill,Rent
uber ride,Investment
books,Rentt
gym membership,Rent
fixed deposit,Others
shopping,Rentt
petrol,Rent
atm withdrawal,Health
books,Utility
online course,Utilities
grocery shopping,Entrtnmnt
online course,Rent
lunch,Entrtnmnt
uber ride,Utilities
train ticket,Others
uber ride,Travel
doctor consultation,Entertainment
electricity bill,Rentt
movie tickets,Rentt
shopping,Entertain
books,Salary
internet bill,Rent
atm withdrawal,Food
train ticket,Bonus
monthly rent payment,Travl
fixed deposit,Rnt
monthly rent payment,Utilties
grocery shopping,Rent
grocery shopping,Travel
electricity bill,Freelance
fixed deposit,Food
misc,Health
atm withdrawal,Traval
uber ride,Others
restaurant dinner,Education
gym membership,Freelance
gym membership,Entertain
grocery shopping,Utlities
books,Entertain
doctor consultation,Others
coffee,Educaton
electricity bill,Utilties
misc,Rnt
atm withdrawal,Educaton
petrol,Utility
coffee,Rentt
coffee,Travel
emi payment,Travel
misc,Education
gym membership,Utility
train ticket,Rent
internet bill,Entrtnmnt
atm withdrawal,Rent
books,Rent
coffee,Food
uber ride,Rent
uber ride,Edu
coffee,Food
grocery shopping,Foods
fixed deposit,Rent
fixed deposit,Investment
lunch,Education
gym membership,Utilities
monthly rent payment,Bonus
atm withdrawal,Travel
emi payment,Foodd
fixed deposit,Utlities
train ticket,Rent
atm withdrawal,Travl
monthly rent payment,Savings
monthly rent payment,Education
medicine,Food
electricity bill,Savings
restaurant dinner,Education
misc,Travel
shopping,Entertain
internet bill,Rent
doctor consultation,Fod
restaurant dinner,Utilties
fixed deposit,Rent
restaurant dinner,Salary
uber ride,Travel
gym membership,Traval
restaurant dinner,Entertain
internet bill,Foods
doctor consultation,Food
emi payment,Fod
uber ride,Entrtnmnt
uber ride,Savings
medicine,Rent
internet bill,Utility
movie tickets,Entertainment
books,Entertain
restaurant dinner,Health
train ticket,Travel
movie tickets,Entertainment
internet bill,Food
coffee,Others
monthly rent payment,Rent
online course,Travl
misc,Fod
doctor consultation,Investment
grocery shopping,Educaton
uber ride,Rent
restaurant dinner,Food
atm withdrawal,Health
emi payment,Rent
shopping,Foods
internet bill,Food
restaurant dinner,Entertainment
electricity bill,Rnt
movie tickets,Utilities
emi payment,Traval
train ticket,Rent
uber ride,Travel
electricity bill,Travl
movie tickets,Travel
grocery shopping,Rent
atm withdrawal,Travel
monthly rent payment,Entrtnmnt
restaurant dinner,Rent
petrol,Entertainment
grocery shopping,Rent
movie tickets,Traval
books,Foods
petrol,Rentt
online course,Food
restaurant dinner,Utilties
gym membership,Rnt
internet bill,Freelance
shopping,Salary
atm withdrawal,Salary
atm withdrawal,Rent
online course,Travel
online course,Edu
internet bill,Travel
train ticket,Rnt
emi payment,Salary
train ticket,Entertainment
grocery shopping,Travl
internet bill,Freelance
grocery shopping,Travel
books,Health
shopping,Rent
misc,Food
internet bill,Helth
lunch,Entrtnmnt
lunch,Utilities
misc,Foods
grocery shopping,Bonus
movie tickets,Rnt
lunch,Fod
books,Foodd
misc,Rentt
misc,Utilities
train ticket,Utilities
misc,Food
misc,Food
atm withdrawal,Travel
movie tickets,Travl
electricity bill,Food
grocery shopping,Food
movie tickets,Salary
electricity bill,Others
atm withdrawal,Food
doctor consultation,Freelance
shopping,Travel
movie tickets,Traval
medicine,Utility
electricity bill,Freelance
atm withdrawal,Entertain
petrol,Foodd
emi payment,Rent
monthly rent payment,Foodd
uber ride,Savings
books,Entertainment
monthly rent payment,Edu
misc,Rentt
misc,Food
uber ride,Travl
grocery shopping,Rnt
shopping,Travel
coffee,Entertainment
medicine,Helth
petrol,Utilities
coffee,Fod
emi payment,Travel
grocery shopping,Rent
lunch,Foodd
petrol,Freelance
monthly rent payment,Education
atm withdrawal,Food
movie tickets,Entrtnmnt
restaurant dinner,Food
movie tickets,Entrtnmnt
uber ride,Education
books,Edu
online course,Traval
online course,Foodd
electricity bill,Travel
gym membership,Fod
movie tickets,Salary
books,Other
restaurant dinner,Utlities
gym membership,Rent
electricity bill,Investment
uber ride,Helth
internet bill,Utilities
books,Investment
lunch,Travel
coffee,Entertainment
medicine,Foods
electricity bill,Food
lunch,Rent
coffee,Rent
monthly rent payment,Food
medicine,Investment
online course,Food
internet bill,Bonus
emi payment,Rent
petrol,Bonus
shopping,Foodd
monthly rent payment,Edu
internet bill,Rent
online course,Food
petrol,Health
internet bill,Food
uber ride,Rent
monthly rent payment,Food
books,Entrtnmnt
books,Foodd
electricity bill,Food
movie tickets,Rent
atm withdrawal,Educaton
fixed deposit,Rent
internet bill,Bonus
movie tickets,Educaton
atm withdrawal,Entertainment
train ticket,Rent
atm withdrawal,Savings
monthly rent payment,Food
doctor consultation,Travl
doctor consultation,Utlities
grocery shopping,Utilities
doctor consultation,Freelance
movie tickets,Entertain
